Категория,Подкатегория,Продукт,Описание,Цена
Бакалея,Английский Чай,English Tea Черный чай в фиолетовой винтажной  упаковке 240 шт,,13 800 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Манго Ravifruit, Франция, 1 кг",Натуральное замороженное пюре спелого Манго,8 500 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Маракуйя Ravifruit, Франция, 1 кг",Замороженное пюре из маракуйи,8 500 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Клубника Ravifruit, Франция, 1 кг",Замороженное под шоком пюре из Клубники,8 500 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Кокос Ravifruit, Франция, 1 кг","Замороженное пюре из Кокоса, добавление сахара 10%",8 500 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Гуава Ravifruit, Франция, 1 кг",Замороженное под шоком пюре из тропической Гуавы,8 800 Т
Бакалея,Фруктовое пюре,Пюре из красного апельсина Ravifruit 10% сахара 1 кг,"Из красного испанского апельсина, шоковая заморозка, уп. 1 кг, Франция",8 500 Т
Бакалея,Фруктовое пюре,Пюре из лайма Ravifruit 10% сахара 1 кг,"Замороженное под шоком ароматное пюре из спелых лайков, уп. 1 кг, Франция",8 500 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Малина Ravifruit, Франция, 1 кг",Замороженное пюре из натуральной Малины,9 800 Т
Бакалея,Фруктовое пюре,"Пюре из желтого персика Ravifruit Франция 10% сахара, 1 кг","Шоковая заморозка, натуральные фрукты, вес 1 кг, Франция",8 800 Т
Бакалея,Фруктовое пюре,Пюре из мандарина Ravifruit 10% сахара 1 кг,"Вкусное и полезное пюре из спелого мандарина, уп. 1 кг, Франция",8 500 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Ревеня Ravifruit, Франция, 1 кг",Замороженное пюре из ревеня,8 800 Т
Бакалея,Фруктовое пюре,Esoro Маракуйя мякоть с косточкой 1 кг,,5 000 Т
Бакалея,Фруктовое пюре,"Замороженное пюре Черная смородина Ravifruit, 1 кг","Замороженное в шоковой заморозке пюре из черной смородины, Франция",8 500 Т
Бакалея,Фруктовое пюре,Пюре из абрикоса Ravifruit Франция 10% сахара 1 кг,,8 000 Т
"Снэки, сладости",Сладости,"Джем инжирный Le Bonta, 314 мл","Джем конфитюр из инжира (фиги), Италия",3 500 Т
"Снэки, сладости",Сладости,Миндальная паста Alicos 190 гр,"Паста из Сицилийского Миндаля с сахаром, 190 гр.",3 500 Т
"Снэки, сладости",Сладости,Bonne Maman Джем клубничный 370 мл,,2 600 Т
"Снэки, сладости",Сладости,Bonne Maman Джем абрикосовый 370 мл,,2 600 Т
"Снэки, сладости",Сладости,Джем из красного Сицилийского апельсина Alicos 110 гр,"Ароматный джем в стекляной банке, уп. 110 гр., Сицилия",2 500 Т
"Снэки, сладости",Сладости,Bonne Maman Паста арахисовая 325 мл,,2 600 Т
"Снэки, сладости",Сладости,Bonne Maman Джем черничный 370 мл,,2 600 Т
"Снэки, сладости",Сладости,Bonne Maman Мармелад апельсиновый 370 мл,,2 600 Т
"Снэки, сладости",Сладости,Bonne Maman Паста шоколадная с фундуком 250 гр,,2 600 Т
"Снэки, сладости",Сладости,Bonne Maman Джем малиновый 370 мл,,2 600 Т
"Снэки, сладости",Сладости,Джем грушевый Le Bonta 314 мл,"Экстра джем из груш «Вильямс», Италия, уп. 314 мл",3 000 Т
"Снэки, сладости",Сладости,"Джем из Сицилийского Лимона, 110 гр","Натуральный BIO джем, уп. 110 гр.",2 500 Т
"Снэки, сладости",Сладости,Bonne Maman Джем фруктовое ассорти 370 мл,,2 600 Т
"Снэки, сладости",Сладости,Джем из Красного сицилийского апельсина 220 гр,"Мармеладная текстура, сладко-кислый вкус, уп. 220 гр., Сицилия",3 500 Т
"Снэки, сладости",Сладости,"Джем из Сицилийского лимона, 220 гр","Мармеладное качество, с тростниковым сахаром, уп. 220 грамм",3 500 Т
"Снэки, сладости",Сладости,Bonne Maman Джем клубничный 30 мл,,450 Т
"Снэки, сладости",Сладости,Топпинг Соус Соленая Карамель Scuyavuru 500 гр,,5 800 Т
